"number","title","pageid","namespace","length","touched"
"979","Crypto-communism","24905042","","2783","20211231195815"
"980","Retroversion_of_the_sovereignty_to_the_people","24939218","","5667","20200104061332"
"981","Question_Hour_to_the_President_of_the_European_Commission","24951709","","397","20200606153234"
"982","Between_Past_and_Future","25044874","","8248","20211206100230"
"983","Retrenchment","25132777","","1758","20190610070539"
"984","Nicaraguan_fourth_ballot_box","25243316","","2097","20201017170434"
"985","Piss_On_Pity","25285215","","2535","20201021230902"
"986","No_Berlusconi_Day","25364445","","4607","20180216231424"
"987","Culture_21","25430810","","17606","20210827110334"
"988","Parochial_political_culture","25490326","","409","20200427093940"
"989","Political_abuse","25714536","","77","20110905121855"
"990","Kompromat","25809865","","20650","20220115014708"
"991","Social_corporatism","25822594","","6755","20211102021745"
"992","School_of_Diplomacy","25856578","","4474","20210629181613"
"993","Hebrew_republic","25893650","","3993","20211029203551"
"994","Liberal_corporatism","25912911","","3415","20210902173705"
"995","The_Chinese_State_in_Ming_Society","25995519","","7126","20210513162012"
"996","Damascus_Declaration","26068832","","4648","20211224045141"
"997","Revolutionary_base_area","26178107","","3853","20210703201344"
"998","Development_Loan_Fund","26214137","","3164","20211209224508"
"999","Forced_speech","26240418","","266","20210620085742"
"1000","Red–red_coalition","26253560","","1400","20210928143720"
"1001","Free_association_(Marxism_and_anarchism)","26271818","","16423","20211226135806"
"1002","Asia_Pacific_Democrat_Union","26281507","","4456","20211207201335"
"1003","Bonus_Bill_of_1817","26336012","","6366","20220119212207"
"1004","Exilliteratur","26356840","","7857","20211204152101"
"1005","Judicial_reform","26446681","","1950","20210606012625"
"1006","Criticism_of_science","26475187","","30027","20210826060437"
"1007","Neo-nationalism","26482249","","100419","20220123031118"
"1008","Purple_People","26545926","","3634","20211230112012"
"1009","Open_Turn_(politics)","26597579","","824","20180402132524"
"1010","2010_Arab_League_summit","26656934","","1743","20191226003204"
"1011","2010_Georgian_news_report_hoax","26747363","","46865","20210720213843"
"1012","Religious_and_political_symbols_in_Unicode","26931388","","12201","20210821215107"
"1013","United_States_beef_imports_in_South_Korea","26975662","","6806","20210322041853"
"1014","United_States_beef_imports_in_Taiwan","26976973","","9411","20211116191628"
"1015","Wall_Street_reform","26989294","","9782","20211230024331"
"1016","Uniform_national_swing","27028055","","1122","20190608185508"
"1017","Political_class","27074851","","9998","20210621040029"
"1018","Femen","27151449","","79222","20211228103553"
"1019","Therapeutic_governance","27197116","","1612","20210813093313"
"1020","Riot_dog","27297082","","9938","20220109142223"
"1021","Capitalist_peace","27327454","","32245","20220110194745"
"1022","Đilasism","27502833","","1027","20201208133540"
"1023","Gaza_flotilla_raid","27550585","","225156","20211229113620"
"1024","Reactions_to_the_Gaza_flotilla_raid","27557065","","62711","20210721085659"
"1025","List_of_participants_of_the_Gaza_flotilla","27563386","","44271","20211218222624"
"1026","Corporatism","27619138","","44451","20220116160228"
"1027","Finnish_Rural_Party","27622416","","15422","20220110083210"
"1028","Gaza_journey_of_MV_Rachel_Corrie","27626382","","27978","20210721033826"
"1029","Gaza_Freedom_Flotilla","27654780","","41895","20211229030454"
"1030","Constitutional_Right_Party","27667650","","7574","20211212120726"
"1031","Libertarian_utopia","27749316","","3012","20210411030235"
"1032","Society_for_the_Study_of_Social_Problems","27810230","","6201","20220110065933"
"1033","List_of_awards_and_honours_received_by_the_14th_Dalai_Lama","27920512","","20132","20211230212427"
"1034","Transformative_social_change","27970381","","11848","20211211143535"
"1035","Concordat_of_1928","27993459","","2734","20211110120239"
"1036","Political_globalization","28072640","","10769","20211128182119"
"1037","History_of_public_transport_authorities_in_Manchester","28074665","","4785","20210116193904"
"1038","Speaker_of_the_House_of_Assembly_(Kiribati)","28076398","","4608","20201103000938"
"1039","Italian_Association_for_Political_Philosophy","28081158","","1488","20210525161953"
"1040","Right_to_the_city","28139692","","16239","20211021095127"
"1041","Katarismo","28273326","","5657","20210711054226"
"1042","Universal_basic_income","28310828","","85252","20220119182701"
"1043","Zhai_Gong","28386713","","666","20210816194800"
"1044","Pandering_(politics)","28417016","","929","20211127003212"
"1045","Open-access_mandate","28462966","","51085","20211226153358"
"1046","Liquidationism","28493532","","2591","20220109192016"
"1047","David_S._Muir","28647628","","6539","20210603032453"
"1048","Denali–Mount_McKinley_naming_dispute","28685521","","28321","20211206181541"
"1049","Responsible_Parenthood_and_Reproductive_Health_Act_of_2012","28770788","","96467","20220115095650"
"1050","Rally_to_Restore_Sanity_and/or_Fear","28891805","","46492","20220112060938"
"1051","Military_security","28958174","","1598","20210816195146"
"1052","Sadae","28962327","","9006","20220114042822"
"1053","Elements_of_national_security","28963782","","3431","20210923153810"
"1054","Collaborative_e-democracy","28964679","","14295","20201118173336"
"1055","Roninkai","28981225","","891","20220109030145"
"1056","Australian_Labor_Party_split_of_1955","29040148","","29296","20220108024309"
"1057","Electoral_system","29066482","","43930","20220114053344"
"1058","Imperative_mandate","29209828","","3237","20210816202608"
"1059","1948_Pan-American_Students_Conference","29230221","","1385","20191016235828"
"1060","Line-item_veto","29295348","","7014","20211219230810"
"1061","President_of_the_Council_of_State","29389369","","1624","20211113005443"
"1062","Open_philanthropy_(doctrine)","29555161","","7035","20210504164754"
"1063","Demon_Sheep","29569263","","8959","20210325085725"
"1064","Philosophy_of_human_rights","29678048","","41824","20210921111931"
"1065","Manager_Singh","29687520","","909","20220119063902"
"1066","Landscapes_of_power","29792595","","2397","20211031043723"
"1067","Political_climate","29976943","","10050","20210328194710"
"1068","Astrakhan_Declaration","30019292","","2404","20210607164916"
"1069","Lists_of_state_leaders_by_century","30403704","","5665","20211231102922"
"1070","Political_myth","30431633","","6660","20211013160026"
"1071","What_Is_a_Nation?","30455953","","15356","20220117135151"
"1072","Incumbency_advantage_for_appointed_U.S._senators","30614024","","10683","20201024062211"
"1073","Smiling_Sun","30616815","","4563","20200529100154"
"1074","Inherent_bad_faith_model","30679665","","1409","20201101134538"
"1075","Intensity_of_preference","30783979","","3084","20190327010258"
"1076","Seattle_process","30844867","","14545","20210701010511"
"1077","Participatory_politics","30865052","","8525","20210819203321"
"1078","Selectorate_theory","30865887","","16977","20220117045224"
"1079","Constitutionalism","30874872","","40855","20220104162109"
"1080","2010_in_politics","30885117","","5482","20210807090310"
"1081","Proto-Zionism","30942492","","9398","20211019093757"
"1082","Interpellation_(politics)","30965396","","2201","20210125211132"
"1083","Fuzzy_math_(politics)","31118758","","1407","20211130131746"
"1084","Libyan_League_for_Human_Rights","31139637","","4605","20210604141917"
"1085","Tractatus_Politicus","31148390","","2427","20211115220402"
"1086","Churn_and_burn","31167834","","1248","20181120210925"
"1087","Radical_egalitarianism","31208296","","985","20210525162108"
"1088","Participism","31254262","","19050","20210819203044"
"1089","Kinetic_military_action","31311995","","5020","20210303171906"
"1090","Oppressors–oppressed_distinction","31330683","","4542","20210902164212"
"1091","White_power_music","31413267","","22017","20220107163145"
"1092","Yoke_and_arrows","31487213","","3311","20210908202909"
"1093","Maternalism","31578840","","36270","20210813060010"
"1094","Finnish_People's_Unity_Party","31580718","","6216","20211212115140"
"1095","Plurinationalism","31728429","","3428","20210312033606"
"1096","Non-simultaneity","31771913","","26049","20211127114710"
"1097","Cambridge_Documentary_Films","31796349","","5662","20191003005525"
"1098","Goldwater_rule","31867283","","22597","20211229233452"
"1099","List_of_people_declared_persona_non_grata","31870803","","69902","20211124143605"
"1100","Body_politic","31916228","","33671","20210928120331"
"1101","North_Korea_Intellectuals_Solidarity","32040196","","2287","20201017181902"
"1102","MV_Finch","32047869","","2505","20210827180011"
"1103","The_Three_Revolutions","32079198","","1108","20211213183716"
"1104","Freedom_Flotilla_II","32177366","","82564","20211215141817"
"1105","List_of_participants_of_Freedom_Flotilla_II","32227140","","6763","20201117151942"
"1106","Welcome_to_Palestine","32348481","","20271","20201230164028"
"1107","Provisional_constitution","32361833","","2704","20211114060446"
"1108","Criticism_of_Confucius_Institutes","32362385","","169752","20220122233719"
"1109","Post-politics","32398661","","47759","20210821080110"
"1110","Political_security","32484175","","1228","20211112154536"
"1111","Furen_Literary_Society","32487362","","5625","20220121191317"
"1112","Corpus_separatum","32679304","","1739","20220106143823"
"1113","Nail_Men","32856307","","74542","20210117155242"
"1114","National_Transitional_Council_(Congo)","32877986","","2112","20190930173419"
"1115","Country_Party_(Britain)","32891631","","12934","20220102125902"
"1116","Michigan_model","32898922","","3873","20211113033346"
"1117","People's_Political_Movement","32969391","","718","20190703224901"
"1118","Essex_School_of_discourse_analysis","33035421","","11551","20211005083300"
"1119","2011_attack_on_the_Israeli_Embassy_in_Egypt","33036769","","22109","20211226121426"
"1120","Demoicracy","33076435","","11798","20210511032956"
"1121","Falange_Militia","33222330","","1661","20200412151327"
"1122","Resistance_theory_in_the_Early_Modern_period","33225184","","14668","20211026045341"
"1123","My_EBT","33233254","","3459","20211028115429"
"1124","Concentrated_poverty","33241998","","56119","20210919185223"
"1125","Timeline_of_Occupy_Wall_Street","33246144","","46442","20220120025738"
"1126","Statement_of_99","33258584","","1585","20211018173922"
"1127","Statement_of_1000","33258794","","1394","20190930220221"
"1128","Timeline_of_modern_American_conservatism","33286024","","104083","20220106215337"
"1129","Blueshirts_(Italian_Nationalist_Association)","33290183","","529","20200213225155"
"1130","Cultural_radicalism","33301100","","3238","20220104001415"
"1131","Trans-Love_Energies_(organization)","33340526","","1800","20180118051619"
"1132","The_Origins_of_Political_Order","33437405","","18494","20211111014118"
"1133","Consensus_government","33594436","","1951","20210710213625"
"1134","Otium","33606303","","57482","20220110052833"
"1135","1984_Libyan_hostage_incident","33654283","","11694","20210810053759"
"1136","Social_stress","33784314","","67925","20211211103259"
"1137","Armed_Forces_for_a_Federal_Republic","33843237","","328","20210108192828"
"1138","New_Man_(utopian_concept)","33844194","","14323","20220108031943"
"1139","2007_Morocco–Spain_diplomatic_conflict","33934756","","25427","20211219062412"
"1140","List_of_speakers_of_the_Parliament_of_South_Ossetia","34015512","","1686","20211117205504"
"1141","Hybrid_institutions_and_governance","34025708","","31306","20210719050952"
"1142","Equal_Time_(TV_program)","34052781","","2597","20220109232504"
"1143","Arrest_of_Ali_Hasan","34061944","","18898","20210705053429"
"1144","Austro-Russian_alliance_(1781)","34093874","","2995","20210430135405"
"1145","Worldwide_influence_of_the_Constitution_of_the_United_States","34151933","","25497","20210919081828"
"1146","United_Nations_General_Assembly_Resolution_65/265","34188599","","1376","20210204075410"
"1147","Political_demography","34245192","","19519","20210914163836"
"1148","Policy_alienation","34268968","","11352","20211206132216"
"1149","NGP_VAN","34319676","","12083","20220111080227"
"1150","Proto-fascism","34354177","","6606","20220111171526"
"1151","Heart_of_Europe_Debating_Tournament","34711417","","44150","20220105142231"
"1152","Cultural_silence","34833367","","2980","20210626064904"
"1153","Dark_money","34839134","","46305","20211217203756"
"1154","Charles_E._Merriam_Award_for_Outstanding_Public_Policy_Research","34910931","","2313","20191001162402"
"1155","Hannah_Arendt_Award","34921670","","5218","20211109185441"
"1156","Peripheral_nationalism","34951626","","4356","20200321143632"
"1157","LiquidFeedback","34974954","","19726","20211104122020"
"1158","Electoral_Headhunter","34981919","","1574","20191206172635"
"1159","Political_parallelism","35163407","","16457","20191203081805"
"1160","Rural_parliament","35210768","","4953","20211221002443"
"1161","North_American_Committee_to_Aid_Spanish_Democracy","35233063","","2439","20210922012612"
"1162","Stewards_(paramilitary_organisation)","35245019","","1828","20200926202119"
"1163","Aggressive_legalism","35247766","","8803","20211205125549"
"1164","Gwangmu_Reform","35251781","","11678","20220123075743"
"1165","Latino_vote","35329066","","23103","20210830191022"
"1166","Timeline_of_the_Gwangmu_Reform","35435751","","26780","20220117053745"
"1167","Issue_voting","35536466","","19762","20211216205428"
"1168","Theatre_state","35555148","","1742","20210921093114"
"1169","Corruption_in_North_Korea","35592689","","2843","20201221233841"
"1170","Americanization_in_election_campaign_communication","35796936","","14506","20190727202048"
"1171","Rajamandala","35892192","","6571","20210316195559"
"1172","Omnilateralism","35893223","","3231","20210721195722"
"1173","Federación_Sindical_Única_de_Trabajadores_Campesinos_de_Cochabamba","35901199","","428","20170630223616"
"1174","List_of_Umalatova_awards","35946571","","9748","20210219132308"
"1175","Anarchopanda","35953167","","2334","20211117174941"
"1176","Political_gaffe","35965249","","6832","20220116222518"
"1177","Internet_Defense_League","35984871","","16050","20211221022136"
"1178","Death_of_Li_Wangyang","36059909","","33124","20210705074818"
"1179","List_of_titles_used_by_dictators","36066321","","12572","20211219083932"
"1180","Seattle_Freeze","36173953","","7915","20220114011733"
"1181","Albanian–Soviet_split","36335628","","60130","20211025140416"
"1182","Nationalisms_Across_the_Globe","36508767","","5729","20211124221342"
"1183","Symbols_of_Francoism","36513008","","71492","20220118150459"
"1184","Political_Psychology","36677832","","4566","20220119063511"
"1185","Political_ethics","36686915","","17276","20211115181445"
"1186","Perfectionist_liberalism","36983600","","4981","20210119165612"
"1187","Rambhau_Mhalgi_Prabodhini","37013222","","6399","20211109151225"
"1188","Welfare_chauvinism","37031837","","8855","20220111165639"
"1189","Political_messages_of_Dr._Seuss","37219621","","17359","20220107201340"
"1190","East_Turkestan_Information_Center","37269122","","3599","20200313171229"
"1191","Czech_and_Slovak_Transatlantic_Award","37272272","","9230","20211230011445"
"1192","The_Cultural_Politics_of_Emotion","37302977","","7550","20210821200306"
"1193","The_Troubled_Empire","37422613","","5220","20211121180922"
"1194","Voting_behavior","37431962","","44036","20220112135521"
"1195","Cordoba_Agreement,_2006","37450606","","6268","20210901141544"
"1196","Slugger_O’Toole_Political_Awards","37648646","","133","20131004124622"
"1197","3rd_Politburo_of_the_Lao_People's_Revolutionary_Party","37723639","","4694","20210416090022"
"1198","2nd_Politburo_of_the_Lao_People's_Revolutionary_Party","37723644","","5143","20210719184349"
"1199","Citizinvestor","37780302","","7175","20210722104352"
"1200","White_Turks","37827991","","8266","20220107000732"
"1201","State_formation","37889300","","65985","20220110224643"
"1202","Sindhiani_Tahreek","37998117","","11249","20210805043827"
"1203","State_collapse","38032018","","23213","20220101203229"
"1204","Death_in_office","38051973","","8123","20220108233543"
"1205","Negara:_The_Theatre_State_in_Nineteenth-Century_Bali","38129142","","30724","20220105142729"
"1206","Outline_of_political_science","38211935","","28012","20210803025025"
"1207","New_Zealand_Attitudes_and_Values_Study","38216440","","9196","20210713215435"
"1208","Cultural_conflict","38223205","","7673","20210804152658"
"1209","Malinchism","38305143","","5321","20210401180345"
"1210","List_of_mayors_of_Miskolc","38348622","","876","20200303122639"
"1211","Preference_falsification","38379189","","6706","20210928183949"
"1212","Social_advertising_(social_issues)","38407316","","1031","20200307091327"
"1213","Cultural_homogenization","38421807","","13580","20220121122925"
"1214","British_Fascists","38584404","","20953","20210914224814"
"1215","Political_consciousness","38707853","","6856","20210414195536"
"1216","Take_Back_Parliament_-_Lebanon","38732826","","5782","20180309011231"
"1217","Refrain_Club","38759078","","1917","20200106030846"
"1218","Policy_transfer","38772624","","4449","20201220032732"
"1219","Antimilitarism","38777029","","17491","20211229023029"
"1220","Hellenoturkism","38786381","","9573","20220122042621"
"1221","State_socialism","38794736","","51946","20220120083242"
"1222","Canaanism","38802958","","22568","20211128073746"
"1223","Post-Zionism","38802977","","10152","20211125165049"
"1224","2013_Arab_League_summit","38840823","","1717","20210322012925"
"1225","Political_dissent","38911690","","1799","20211101123806"
"1226","Business_Anti-Corruption_Portal","38935938","","5713","20220122225224"
"1227","KHAM_theory","39018762","","5799","20211228191608"
"1228","List_of_genocides_by_death_toll","39136264","","137759","20220122215244"
"1229","Bisexual_politics","39191072","","10678","20210225162933"
"1230","Open_educational_resources_policy","39208624","","21229","20211114205809"
"1231","1949_Commonwealth_Prime_Ministers'_Conference","39236040","","5545","20211127235906"
"1232","Chan_Wing-chan","39248992","","3093","20211117094316"
"1233","Praetorianism","39311177","","2126","20211104205904"
"1234","Political_opportunism","39327843","","30421","20210817151839"
"1235","Kahanism","39411459","","27080","20220120224450"
"1236","Democratic_Marxism","39565299","","1643","20201226065825"
"1237","Ministry_of_Justice_(East_Germany)","39608437","","4696","20211224030017"
"1238","Centrism","39619035","","58356","20220116233931"
"1239","Eco-socialism","39699737","","103073","20220110153317"
"1240","Ministry_of_Environment_and_Water_(Hungary)","39750377","","2874","20200430030320"
"1241","Theologia_Poetica","39814254","","3667","20191222013016"
"1242","Eastern_Party","39993879","","9545","20211230001642"
"1243","Jew_Bill","40058932","","3911","20211211145006"
"1244","Man_of_Korea","40110543","","1635","20200106063728"
"1245","Greek_government-debt_crisis_timeline","40211753","","66662","20210718035427"
"1246","Political_faction","40362512","","9813","20211020084209"
"1247","Ethnic_nationalism","40362569","","17447","20220106075149"
"1248","Commanding_heights_of_the_economy","40387494","","5259","20211107124115"
"1249","Provisions_of_the_Affordable_Care_Act","40426902","","89569","20210807160233"
"1250","Sexual_jihad","40454263","","16250","20220105145916"
"1251","Merkel-Raute","40477992","","13718","20220115173126"
"1252","Asia-Pacific_Network_for_Global_Change_Research","40519627","","5565","20210320123243"
"1253","Agrarian_socialism","40556040","","7279","20211208035808"
"1254","Quebec_Charter_of_Values","40557916","","21206","20220114060435"
"1255","Social_Democratic_Party_(UK)","40605472","","40141","20211220021112"
"1256","Global_justice_movement","40628153","","9222","20211112062042"
"1257","Blackshirts","40628217","","23247","20220117170018"
"1258","1951_Commonwealth_Prime_Ministers'_Conference","40755353","","3587","20210906080242"
"1259","1953_Commonwealth_Prime_Ministers'_Conference","40762342","","4302","20210906205339"
"1260","Montevideo_Statement_on_the_Future_of_Internet_Cooperation","40772861","","3120","20191126221626"
"1261","1955_Commonwealth_Prime_Ministers'_Conference","40781509","","4465","20210914183437"
"1262","Rabia_sign","40942446","","21182","20211217131409"
"1263","Workers'_self-management","40949353","","38452","20211219023003"
"1264","3rd_National_Congress_of_the_Kuomintang","41019951","","1007","20211116184445"
"1265","4th_National_Congress_of_the_Kuomintang","41019980","","1120","20211122091307"
"1266","6th_National_Congress_of_the_Kuomintang","41020089","","1391","20211116184604"
"1267","EA_WorldView","41079142","","3895","20210706023156"
"1268","2nd_National_Congress_of_the_Kuomintang","41088728","","1021","20211116184419"
"1269","Secular_liberalism","41207365","","7109","20211212072446"
"1270","Timeline_of_first_ambassadorial_appointments_of_Iceland_by_country","41274644","","17407","20200318150148"
"1271","World_domination","41278664","","13667","20220113161638"
"1272","Policy_monitoring","41315495","","10930","20211211162653"
"1273","End_of_history","41316536","","7494","20220114123756"
"1274","Politics_of_the_International_Space_Station","41550219","","21019","20220113223027"
"1275","The_Ribbon_International","41764843","","29139","20211130001455"
"1276","Technoliberalism","41800914","","13316","20211112221512"
"1277","Transparency_report","41815078","","13883","20220112021938"
"1278","Dark_Enlightenment","41887454","","13592","20220121165813"
"1279","Vox_(political_party)","41928488","","100449","20220122014007"
"1280","Boris,_you_are_wrong","41993455","","3233","20211231021029"
"1281","Technolibertarianism","42051126","","3481","20211208160134"
"1282","Kasparov.ru","42224450","","2153","20201226190427"
"1283","Eurasian_Observatory_for_Democracy_and_Elections","42255549","","5592","20210910030414"
"1284","Wen_and_wu","42271443","","3509","20211207084934"
"1285","Political_decay","42308421","","9641","20211220055041"
"1286","Bratislava_Declaration","42400586","","3104","20211220155546"
"1287","The_Illuminator_Art_Collective","42438974","","6872","20211125041318"
"1288","Civilian_dictatorship","42470986","","1858","20211218000449"
"1289","Epochalism","42472514","","3674","20200809205102"
"1290","A_free_homeland_and_a_happy_people","42513813","","1713","20210404083059"
"1291","Revolutionary_socialism","42549239","","16709","20211230055552"
"1292","North_Atlantic_or_liberal_model_of_media_and_politics","42601798","","6419","20210527143339"
"1293","Representations_of_Judah_Benjamin_in_fiction","42603429","","3602","20201106054502"
"1294","Symbolism_in_the_French_Revolution","42635664","","30278","20211117175203"
"1295","List_of_countries_by_consultation_on_rule-making","42659970","","4286","20211120021942"
"1296","The_Un-Credible_Shrinking_Man","42726144","","2614","20201216051117"
"1297","Timeline_of_the_2014_Indian_general_election","42771763","","11363","20200912081648"
"1298","Revolutionary_situation","42893543","","3061","20191030102114"
"1299","Manosphere","42903456","","21877","20220112223928"
"1300","1st_Central_Inspection_Commission_of_the_Workers'_Party_of_North_Korea","42988907","","1305","20210113215714"
"1301","Maoism–Third_Worldism","43082815","","12365","20211006072425"
"1302","Vanguardism","43134145","","23205","20211211132304"
"1303","World_revolution","43349892","","10208","20211230022110"
"1304","Historical_determinism","43349992","","1581","20211215043501"
"1305","Lesser_magistrate","43428530","","7077","20200818033535"
"1306","Substitutionism","43440701","","1500","20200612212222"
"1307","Comanagement_in_Canada","43450431","","16158","20210512125352"
"1308","Ethical_socialism","43473082","","18154","20210512032324"
"1309","Reformism","43473086","","11604","20211031181230"
"1310","Pluralist_commonwealth","43565956","","4449","20210604214814"
"1311","Platformism","43620318","","21750","20220116190808"
"1312","Sihanoukism","43712781","","1360","20211230053650"
"1313","Governance_of_protected_areas","43903393","","23972","20201112140807"
"1314","Receptivity","43946368","","1510","20160730035025"
"1315","Pacification_theory","44041240","","13367","20190222235817"
"1316","Free_Market_Fairness","44138956","","7116","20200909040400"
"1317","Foucault's_lectures_at_the_Collège_de_France","44250724","","51206","20211221190028"
"1318","Mkushi_South","44272348","","2921","20210824204311"
"1319","The_Birth_of_Biopolitics","44307965","","17833","20220104155348"
"1320","Security,_Territory,_Population","44314903","","41287","20210701190114"
"1321","Protected_area_downgrading,_downsizing,_and_degazettement","44314964","","18815","20210915032836"
"1322","Scientific_socialism","44379582","","7254","20220116003141"
"1323","UCLA_School_of_Political_Parties","44399204","","3835","20190223145428"
"1324","Mediacracy","44613190","","10950","20211012094919"
"1325","Flyer_(pamphlet)","45008603","","7393","20220119213154"
"1326","Centre_for_the_Study_of_Governance_Innovation","45049223","","3568","20200923080557"
"1327","Ibn_Rushd_Prize_for_Freedom_of_Thought","45232679","","4039","20220105195521"
"1328","Social_media_and_political_communication_in_the_United_States","45241506","","41506","20220110072707"
"1329","Founderism","45363962","","1748","20190725174257"
"1330","Radical_flank_effect","45496640","","16648","20210609011213"
"1331","Digital_labor","45562261","","15399","20220119225603"
"1332","Reverse_post-material_thesis","45594753","","3746","20191230010021"
"1333","Index_of_gun_politics_articles","45638053","","3690","20200322021109"
"1334","December_1989_Brussels_summit","45640774","","1848","20210817194947"
"1335","Timeline_of_1960s_counterculture","45684607","","413379","20211230033024"
"1336","Overview_of_21st-century_propaganda","46188458","","18034","20211202174351"
"1337","Eight_Musts","46196776","","2657","20211020183845"
"1338","Controversies_surrounding_Lee_Hsien_Loong","46224313","","221","20171203073006"
"1339","Political_subjectivity","46256014","","4807","20200515193022"
"1340","Evolutionary_Governance_Theory","46313684","","2100","20170608154117"
"1341","Inner_emigration","46354668","","11409","20220122201453"
"1342","Proletarian_internationalism","46399018","","28141","20220119080906"
"1343","List_of_cults_of_personality","46427592","","119957","20220122044928"
"1344","Reichskunstwart","46452555","","2572","20190413164029"
"1345","Democratic_confederalism","46557297","","34253","20220107005038"
"1346","Union_of_Arms","46596579","","3267","20190427212436"
"1347","Student_politics_of_Bangladesh","46626523","","3998","20200615200047"
"1348","List_of_alleged_Chinese_spy_cases_persecuted_in_the_United_States","46735550","","100811","20220122191456"
"1349","Tenth_East_Asia_Summit","46868811","","4382","20211108050501"
"1350","Immaterial_labor","46958451","","8564","20211010101226"
"1351","Infrastructure_for_Peace","46967221","","4932","20200808072221"
"1352","Mass_media_and_American_politics","47009771","","28509","20211116000016"
"1353","Freedom_Flotilla_III","47052613","","19110","20211218222624"
"1354","Riverina_Movement","47117487","","846","20210306141712"
"1355","Person_Dignity_Theory","47123036","","2962","20220102062449"
"1356","Testing_the_waters","47139271","","5195","20211219041933"
"1357","Fund_governance","47245105","","33213","20211217085041"
"1358","Liberal_Conservative_Reformers","47282962","","14928","20211211202738"
"1359","1972_Republic_of_the_Congo_coup_d'état_attempt","47308337","","2846","20220122173001"
"1360","Albright-Gambari_Commission","47347060","","915","20200612073543"
"1361","Keffiyeh","47441489","","19915","20220106194458"
"1362","Ronggo","47554936","","2778","20160808112105"
"1363","Popular_Unity_(Greece)","47584139","","12122","20220118202358"
"1364","Politics_and_technology","47595561","","52216","20220117141405"
"1365","Australian_Labor_Party_split_of_1931","47679367","","2614","20220103142259"
"1366","Australian_Labor_Party_split_of_1916","47679524","","4570","20211013022125"
"1367","Willy_Brandt_Prize","47860341","","3736","20210403223028"
"1368","The_Three_Worlds_of_Welfare_Capitalism","47962205","","10791","20220105183250"
"1369","Fraternal_delegates","48099658","","1157","20190913224327"
"1370","On_Revolution","48119979","","7261","20220110015313"
"1371","List_of_nationalizations_by_country","48198345","","83977","20220106083804"
"1372","Chinese_Communist_Party_Deputy_Committee_Secretary","48219496","","4402","20211210190837"
"1373","Neoclassical_liberalism","48309279","","7561","20211114212555"
"1374","Shahabuddin_ministry","48374797","","2300","20220105055948"
"1375","Centre_for_Social_Investigation","48459988","","7141","20210703000521"
"1376","Blue_Shirts_(Canada)","48484129","","1303","20210812022300"
"1377","Anti-Austrian_sentiment","48626507","","1699","20210529062517"
"1378","Eleventh_East_Asia_Summit","48627416","","4224","20211108051504"
"1379","European_Parliament_Delegation_for_Relations_with_South_Africa","48648167","","894","20160129213329"
"1380","East_StratCom_Task_Force","48674185","","25218","20211024153430"
"1381","Hokkaido_2nd_district_(1928–1942)","48867816","","437","20190629112351"
"1382","Northerners_(Korean_political_faction)","49042457","","1094","20210415115218"
"1383","Interstitial_revolution","49116105","","4939","20211116023207"
"1384","Martyr_(politics)","49119867","","4700","20210307125811"
"1385","Coercion,_Capital,_and_European_States,_AD_990–1992","49213773","","14065","20210718073400"
"1386","Timeline_of_the_South_China_Sea_dispute","49369768","","95650","20211229122400"
"1387","Wollheim's_paradox","49373387","","4581","20200823171814"
"1388","Church_in_Danger","49430859","","2467","20210926115548"
"1389","Rosette_(politics)","49515641","","4357","20220107220604"
"1390","List_of_overseas_visits_by_the_14th_Dalai_Lama_outside_India","49534489","","50237","20210731181536"
"1391","Trumpism","49622755","","272047","20220120065554"
"1392","Epistemic_democracy","49700733","","3786","20210829230822"
"1393","Muslim_Reform_Movement","49707438","","4180","20210910081435"
"1394","Sabato_triangle","49774203","","5086","20200601194313"
"1395","Popular_Resistance_Committees_(Yemen)","49968232","","2589","20210830233102"
"1396","Meanness","49970297","","14801","20210510015620"
"1397","New_Korea_Party_of_Hope","49972173","","643","20210829103902"
"1398","List_of_whips_in_the_Dewan_Rakyat","50023622","","2859","20220113040221"
"1399","Kaliningrad_question","50023831","","27505","20220120013320"
"1400","Nazareth-Conferences","50076185","","35789","20211209044318"
"1401","Leaktivism","50088606","","3872","20200409165206"
"1402","End_Use_Energy_Demand_Centres","50183186","","2720","20200702180126"
"1403","Timeline_of_rival_political_parties","50326840","","29887","20220110151036"
"1404","Political_crisis","50543430","","71","20211221172047"
"1405","Aid_for_the_Elderly_in_Government_Institutions","50554325","","911","20201215042537"
"1406","Social_media_in_the_2016_United_States_presidential_election","50568565","","58866","20220111225711"
"1407","African_Governance_Architecture","50626298","","56872","20201104024305"
"1408","Bpoplive","50634496","","12929","20201231110005"
"1409","National_Commission_on_the_Observance_of_International_Women's_Year","50853112","","14897","20210104103616"
"1410","Akali_Dal_–_Sant_Fateh_Singh_Group","50855276","","3908","20220106113357"
"1411","World_Policy_Conference","50887239","","31159","20220118172040"
"1412","Theory_of_the_Undetermined_Status_of_Taiwan","51031730","","3938","20211225005425"
"1413","Post-truth_politics","51047974","","83276","20220115224438"
"1414","Political_culture_of_the_United_States","51147404","","11525","20220113184733"
"1415","Governance_without_government","51191244","","3550","20210905033331"
"1416","Media_reactions_to_the_Gaza_flotilla_raid","51248005","","32548","20210721092227"
"1417","National_reactions_to_the_Gaza_flotilla_raid","51248006","","123549","20210801120512"
"1418","Provincial_Government_of_East_Pakistan","51290900","","2439","20201216053834"
